x	y
0	-48.0000
1	-52.0000
2	-50.0000
3	-50.0000
4	-48.0000
5	-46.0000
6	-48.0000
7	-48.0000
8	-48.0000
9	-50.0000
10	-48.0000
11	-52.0000
12	-46.0000
13	-50.0000
14	-48.0000
15	-46.0000
16	-50.0000
17	-48.0000
18	-46.0000
19	-52.0000
20	-48.0000
21	-50.0000
22	-48.0000
23	-50.0000
24	-54.0000
25	-52.0000
26	-48.0000
27	-48.0000
28	-50.0000
29	-50.0000
30	-52.0000
31	-46.0000
32	-50.0000
33	-54.0000
34	-48.0000
35	-48.0000
36	-46.0000
37	-50.0000
38	-46.0000
39	-48.0000
40	-50.0000
41	-50.0000
42	-44.0000
43	-48.0000
44	-50.0000
45	-50.0000
46	-44.0000
47	-50.0000
48	-52.0000
49	-50.0000
50	-46.0000
51	-48.0000
52	-50.0000
53	-46.0000
54	-54.0000
55	-50.0000
56	-46.0000
57	-46.0000
58	-48.0000
59	-50.0000
60	-50.0000
61	-48.0000
62	-46.0000
63	-44.0000
64	-50.0000
65	-46.0000
66	-54.0000
67	-48.0000
68	-48.0000
69	-44.0000
70	-46.0000
71	-48.0000
72	-46.0000
73	-46.0000
74	-48.0000
75	-50.0000
76	-50.0000
77	-48.0000
78	-48.0000
79	-48.0000
80	-48.0000
81	-48.0000
82	-48.0000
83	-46.0000
84	-50.0000
85	-52.0000
86	-48.0000
87	-54.0000
88	-48.0000
89	-50.0000
90	-50.0000
91	-48.0000
92	-48.0000
93	-48.0000
94	-50.0000
95	-50.0000
96	-48.0000
97	-46.0000
98	-48.0000
99	-48.0000
100	-48.0000
101	-50.0000
102	-50.0000
103	-42.0000
104	-48.0000
105	-48.0000
106	-48.0000
107	-50.0000
108	-50.0000
109	-50.0000
110	-46.0000
111	-52.0000
112	-46.0000
113	-48.0000
114	-50.0000
115	-52.0000
116	-54.0000
117	-54.0000
118	-48.0000
119	-50.0000
120	-52.0000
121	-48.0000
122	-50.0000
123	-48.0000
124	-50.0000
125	-48.0000
126	-46.0000
127	-46.0000
128	-48.0000
129	-50.0000
130	-48.0000
131	-46.0000
132	-46.0000
133	-50.0000
134	-46.0000
135	-50.0000
136	-46.0000
137	-48.0000
138	-48.0000
139	-54.0000
140	-48.0000
141	-50.0000
142	-46.0000
143	-50.0000
144	-50.0000
145	-50.0000
146	-48.0000
147	-52.0000
148	-46.0000
149	-50.0000
150	-50.0000
151	-46.0000
152	-48.0000
153	-50.0000
154	-48.0000
155	-50.0000
156	-50.0000
157	-46.0000
158	-52.0000
159	-48.0000
160	-50.0000
161	-54.0000
162	-50.0000
163	-46.0000
164	-52.0000
165	-50.0000
166	-50.0000
167	-52.0000
168	-50.0000
169	-50.0000
170	-46.0000
171	-50.0000
172	-52.0000
173	-50.0000
174	-44.0000
175	-52.0000
176	-46.0000
177	-50.0000
178	-46.0000
179	-52.0000
180	-52.0000
181	-46.0000
182	-50.0000
183	-50.0000
184	-50.0000
185	-50.0000
186	-46.0000
187	-48.0000
188	-48.0000
189	-46.0000
190	-50.0000
191	-46.0000
192	-50.0000
193	-46.0000
194	-48.0000
195	-50.0000
196	-48.0000
197	-48.0000
198	-48.0000
199	-46.0000
200	-50.0000
201	-52.0000
202	-50.0000
203	-54.0000
204	-48.0000
205	-48.0000
206	-50.0000
207	-50.0000
208	-52.0000
209	-50.0000
210	-50.0000
211	-48.0000
212	-56.0000
213	-50.0000
214	-50.0000
215	-54.0000
216	-48.0000
217	-44.0000
218	-50.0000
219	-46.0000
220	-48.0000
221	-48.0000
222	-50.0000
223	-52.0000
224	-46.0000
225	-50.0000
226	-48.0000
227	-48.0000
228	-44.0000
229	-50.0000
230	-50.0000
231	-42.0000
232	-52.0000
233	-48.0000
234	-50.0000
235	-48.0000
236	-48.0000
237	-50.0000
238	-48.0000
239	-46.0000
240	-46.0000
241	-48.0000
242	-46.0000
243	-52.0000
244	-52.0000
245	-54.0000
246	-44.0000
247	-48.0000
248	-50.0000
249	-46.0000
250	-46.0000
251	-46.0000
252	-52.0000
253	-48.0000
254	-48.0000
255	-46.0000
256	-50.0000
257	-50.0000
258	-46.0000
259	-50.0000
260	-46.0000
261	-52.0000
262	-46.0000
263	-46.0000
264	-50.0000
265	-54.0000
266	-50.0000
267	-48.0000
268	-44.0000
269	-50.0000
